'CPT CODE RANGE','SURGERY FLAG'
'64721-64722','2'
'64726-64726','2'
'64732-64732','2'
'64734-64734','2'
'64736-64736','2'
'64738-64738','2'
'64740-64740','2'
'64742-64742','2'
'64744-64744','2'
'64746-64746','2'
'64752-64752','2'
'64755-64755','2'
'64760-64761','2'
'64763-64763','2'
'64766-64766','2'
'64771-64772','2'
'64774-64774','2'
'64776-64776','2'
'64782-64782','2'
'64784-64784','2'
'64786-64786','2'
'64788-64788','2'
'64790-64790','2'
'64792-64792','2'
'64795-64795','1'
'64802-64802','2'
'64804-64804','2'
'64809-64809','2'
'64818-64818','2'
'64820-64823','2'
'64831-64831','2'
'64834-64836','2'
'64840-64840','2'
'64856-64858','2'
'64861-64862','2'
'64864-64866','2'
'64868-64868','2'
'64870-64870','2'
'64885-64886','2'
'64890-64893','2'
'64895-64898','2'
'64905-64905','2'
'64907-64907','2'
'64910-64911','2'
'65091-65091','2'
'65093-65093','2'
'65101-65101','2'
'65103-65103','2'
'65105-65105','2'
'65110-65110','2'
'65112-65112','2'
'65114-65114','2'
'65125-65125','2'
'65130-65130','2'
'65135-65135','2'
'65140-65140','2'
'65150-65150','2'
'65155-65155','2'
'65175-65175','2'
'65205-65205','1'
'65210-65210','1'
'65220-65220','1'
'65222-65222','1'
'65235-65235','2'
'65260-65260','2'
'65265-65265','2'
'65270-65270','1'
'65272-65272','1'
'65273-65273','2'
'65275-65275','1'
'65280-65280','2'
'65285-65285','2'
'65286-65286','1'
'65290-65290','2'
'65400-65400','2'
'65410-65410','1'
'65420-65420','2'
'65426-65426','2'
'65435-65436','1'
'65450-65450','1'
'65600-65600','2'
'65710-65710','2'
'65730-65730','2'
'65750-65750','2'
'65755-65756','2'
'65760-65760','2'
'65765-65765','2'
'65767-65767','2'
'65770-65772','2'
'65775-65775','2'
'65779-65782','2'
'65800-65800','1'
'65805-65805','2'
'65810-65810','2'
'65815-65815','2'
'65820-65820','2'
'65850-65850','2'
'65855-65855','2'
'65860-65860','2'
'65865-65865','2'
'65870-65870','2'
'65875-65875','2'
'65880-65880','2'
'65900-65900','2'
'65920-65920','2'
'65930-65930','2'
'66130-66130','2'
'66150-66150','2'
'66155-66155','2'
'66160-66160','2'
'66165-66165','2'
'66170-66170','2'
'66172-66172','2'
'66174-66175','1'
'66179-66179','1'
'66180-66180','2'
'66185-66185','2'
'66220-66220','2'
'66225-66225','2'
'66250-66250','2'
'66500-66500','2'
'66505-66505','2'
'66600-66600','2'
'66605-66605','2'
'66625-66625','2'
'66630-66630','2'
'66635-66635','2'
'66680-66680','2'
'66682-66682','2'
'66700-66700','2'
'66710-66711','2'
'66720-66720','2'
'66740-66740','2'
'66761-66762','2'
'66770-66770','2'
'66820-66821','2'
'66825-66825','2'
'66830-66830','2'
'66840-66840','2'
'66850-66850','2'
'66852-66852','2'
'66920-66920','2'
'66930-66930','2'
'66940-66940','2'
'66982-66986','2'
'67005-67005','2'
'67010-67010','2'
'67015-67015','2'
'67025-67025','2'
'67027-67028','2'
'67030-67031','2'
'67036-67036','2'
'67038-67043','2'
'67101-67101','1'
'67105-67105','1'
'67107-67108','2'
'67110-67110','2'
'67112-67113','2'
'67115-67115','2'
'67120-67121','2'
'67141-67141','1'
'67145-67145','1'
'67208-67208','2'
'67210-67210','2'
'67218-67218','2'
'67220-67221','2'
'67250-67250','2'
'67255-67255','2'
'67311-67312','2'
'67314-67314','2'
'67316-67316','2'
'67318-67318','2'
'67343-67343','2'
'67345-67345','2'
'67346-67346','1'
'67350-67350','1'
'67400-67400','1'
'67405-67405','1'
'67412-67414','2'
'67415-67415','1'
'67420-67420','2'
'67430-67430','2'
'67440-67440','2'
'67445-67445','2'
'67450-67450','1'
'67515-67515','2'
'67550-67550','2'
'67560-67560','2'
'67570-67570','2'
'67700-67700','1'
'67710-67710','1'
'67715-67715','2'
'67800-67801','2'
'67805-67805','2'
'67808-67808','2'
'67810-67810','1'
'67830-67830','1'
'67835-67835','1'
'67840-67840','1'
'67850-67850','1'
'67875-67875','2'
'67880-67880','2'
'67882-67882','2'
'67900-67904','2'
'67906-67906','2'
'67908-67909','2'
'67911-67912','2'
'67914-67914','2'
'67916-67917','2'
'67921-67921','2'
'67923-67924','2'
'67930-67930','1'
'67935-67935','1'
'67938-67938','1'
'67950-67950','2'
'67961-67961','2'
'67966-67966','2'
'67971-67971','2'
'67973-67975','2'
'68020-68020','1'
'68040-68040','1'
'68100-68100','1'
'68110-68110','2'
'68115-68115','2'
'68130-68130','2'
'68135-68135','1'
'68320-68320','2'
'68325-68326','2'
'68328-68328','2'
'68330-68330','2'
'68335-68335','2'
'68340-68340','2'
'68360-68360','2'
'68362-68362','2'
'68371-68371','2'
'68400-68400','1'
'68420-68420','1'
'68440-68440','2'
'68500-68500','2'
'68505-68505','2'
'68510-68510','1'
'68520-68520','2'
'68525-68525','1'
'68530-68530','2'
'68540-68540','2'
'68550-68550','2'
'68700-68700','2'
'68705-68705','2'
'68720-68720','2'
'68745-68745','2'
'68750-68750','2'
'68760-68761','2'
'68770-68770','2'
'69000-69000','1'
'69005-69005','1'
'69020-69020','1'
'69110-69110','1'
'69120-69120','2'
'69140-69140','2'
'69145-69145','2'
'69150-69150','2'
'69155-69155','2'
'69205-69205','1'
'69220-69220','1'
'69222-69222','2'
'69300-69300','1'
'69310-69310','2'
'69320-69320','2'
'69420-69421','1'
'69433-69433','1'
'69436-69436','2'
'69440-69440','1'
'69450-69450','1'
'69501-69502','2'
'69505-69505','2'
'69511-69511','2'
'69530-69530','2'
'69535-69535','2'
'69540-69540','1'
'69550-69550','1'
'69552-69552','2'
'69554-69554','2'
'69601-69605','2'
'69610-69610','1'
'69620-69620','1'
'69631-69633','2'
'69635-69637','2'
'69641-69646','2'
'69650-69650','2'
'69660-69662','2'
'69666-69667','2'
'69670-69670','2'
'69676-69676','2'
'69700-69700','2'
'69710-69711','2'
'69714-69715','2'
'69717-69718','2'
'69720-69720','2'
'69725-69725','2'
'69740-69740','2'
'69745-69745','2'
'69801-69801','1'
'69802-69802','2'
'69805-69806','2'
'69820-69820','2'
'69840-69840','2'
'69905-69905','2'
'69910-69910','2'
'69915-69915','2'
'69930-69930','2'
'69950-69950','2'
'69955-69955','2'
'69960-69960','2'
'69970-69970','2'
